monthly_charge,city,longitude,latitude,zip_code,number_of_referrals,age,tenure_in_months,total_long_distance_charges,total_revenue,avg_monthly_long_distance_charges,total_charges,avg_monthly_gb_download,contract,number_of_dependents,payment_method,engagement_score,num_addon_services,offer,total_extra_data_charges,paperless_billing,total_refunds,multiple_lines,customer_status
64.75,Newark,-122.032347,37.504133,94560,0,63,55,1485.0,5102.1,27,3617.1,20.0,Two Year,0,Mailed Check,5,2,Offer B,0,Yes,0.0,No,0
79.55,Oakland,-122.208417,37.803883,94602,0,58,1,32.13,121.68,32,79.55,15.0,Month-to-Month,0,Bank Withdrawal,2,0,No Offer,10,No,0.0,No,1
93.55,Carpinteria,-119.513163,34.441398,93013,0,42,6,262.8,799.2,43,536.4,5.0,Month-to-Month,0,Bank Withdrawal,5,0,Offer E,0,Yes,0.0,Yes,1
18.95,Pacific Grove,-121.926417,36.618337,93950,0,59,9,447.66,633.26,49,185.6,0.0,Month-to-Month,0,Credit Card,0,0,Offer E,0,Yes,0.0,No,1
40.75,Boulevard,-116.304991,32.677097,91905,0,45,9,0.0,379.4,0,359.4,21.0,Month-to-Month,0,Bank Withdrawal,4,1,Offer E,20,No,0.0,No,0
50.35,Van Nuys,-118.431791,34.178483,91401,0,73,5,93.45,330.7,18,237.25,28.0,Month-to-Month,0,Bank Withdrawal,2,1,No Offer,0,No,0.0,No,1
78.8,Warner Springs,-116.626907,33.323705,92086,1,42,43,1656.79,5092.19,38,3460.3,27.0,Two Year,0,Bank Withdrawal,7,3,No Offer,0,Yes,24.9,No,0
25.05,San Francisco,-122.443119,37.720498,94112,0,26,7,315.91,468.86,45,152.95,0.0,Month-to-Month,0,Bank Withdrawal,1,0,Offer E,0,Yes,0.0,Yes,0
100.2,Burbank,-118.323548,34.169706,91506,1,22,71,2391.99,9600.99,33,7209.0,27.0,Two Year,1,Credit Card,6,4,No Offer,0,No,0.0,No,0
79.3,Escondido,-116.967221,33.141265,92027,2,68,32,69.44,2639.44,2,2570.0,11.0,Two Year,0,Mailed Check,3,1,Offer C,0,No,0.0,Yes,0
20.85,Corona,-117.488725,33.762351,92883,0,31,8,91.68,253.33,11,161.65,0.0,Two Year,0,Credit Card,0,0,No Offer,0,No,0.0,No,0
108.2,San Francisco,-122.42227,37.794487,94109,10,21,72,1021.68,8862.28,14,7840.6,71.0,Two Year,0,Bank Withdrawal,8,3,No Offer,0,Yes,0.0,Yes,0
74.05,Oakland,-122.175602,37.739113,94603,0,57,12,510.96,1335.0,42,872.65,22.0,One Year,0,Credit Card,6,1,No Offer,0,No,48.61,Yes,1
107.45,Los Gatos,-121.945611,37.160194,95033,0,62,51,384.54,6050.68,7,5680.9,6.0,One Year,0,Bank Withdrawal,8,3,No Offer,0,No,14.76,Yes,0
48.95,Santa Clara,-121.952417,37.351214,95050,0,27,39,0.0,1880.85,0,1880.85,48.0,Month-to-Month,0,Credit Card,5,3,No Offer,0,Yes,0.0,No,1
19.1,Pauma Valley,-116.940501,33.313828,92061,0,49,3,48.96,102.01,16,53.05,0.0,Month-to-Month,0,Credit Card,0,0,No Offer,0,Yes,0.0,No,0
75.5,Big Bear Lake,-116.89802,34.242058,92315,0,59,26,1030.38,3048.48,39,2018.1,29.0,One Year,0,Bank Withdrawal,2,1,Offer C,0,No,0.0,No,0
20.75,Kyburz,-120.209673,38.766036,95720,0,49,35,627.2,1367.1,17,739.9,0.0,Month-to-Month,0,Bank Withdrawal,0,0,No Offer,0,No,0.0,No,0
19.15,Port Costa,-122.196821,38.035707,94569,0,20,27,819.72,1357.07,30,537.35,0.0,Month-to-Month,2,Credit Card,0,0,No Offer,0,No,0.0,No,0
69.35,Fallbrook,-117.299644,33.362575,92028,0,48,3,106.92,298.27,35,191.35,6.0,Month-to-Month,0,Bank Withdrawal,5,1,No Offer,0,Yes,0.0,No,1
81.5,Clovis,-119.593757,36.917652,93611,0,66,2,49.9,212.45,24,162.55,22.0,Two Year,0,Credit Card,2,0,No Offer,0,No,0.0,No,0
90.7,San Diego,-117.152162,32.886925,92126,0,26,18,514.62,2111.87,28,1597.25,26.0,Month-to-Month,0,Credit Card,5,1,No Offer,0,Yes,0.0,Yes,1
61.55,Redondo Beach,-118.384565,33.830453,90277,0,23,26,989.04,2570.99,38,1581.95,73.0,One Year,0,Bank Withdrawal,4,2,No Offer,0,No,0.0,Yes,0
109.4,Pollock Pines,-120.453416,38.733908,95726,8,68,65,994.5,8221.95,15,7227.45,29.0,One Year,0,Credit Card,7,3,Offer B,0,Yes,0.0,Yes,0
89.2,Mecca,-115.993906,33.543835,92254,0,35,41,1715.85,5359.39,41,3645.75,16.0,Month-to-Month,0,Bank Withdrawal,4,1,Offer B,0,Yes,2.21,Yes,0
116.2,Redway,-123.852927,40.142256,95560,0,25,67,2269.96,10022.26,33,7752.3,71.0,Two Year,0,Credit Card,9,4,Offer A,0,No,0.0,Yes,1
88.75,Brentwood,-121.682472,37.908242,94513,1,53,22,250.58,2135.73,11,1885.15,56.0,Month-to-Month,3,Bank Withdrawal,4,1,Offer D,0,Yes,0.0,Yes,0
65.8,Douglas City,-122.903677,40.586588,96024,5,39,64,1708.8,5769.01,26,4068.0,17.0,One Year,2,Mailed Check,4,2,Offer B,20,No,27.79,No,0
30.75,San Diego,-117.209774,32.85723,92122,0,71,27,0.0,945.1,0,805.1,13.0,Month-to-Month,0,Credit Card,2,1,No Offer,140,No,0.0,No,1
96.6,Twentynine Palms,-116.139589,34.457829,92278,0,48,3,29.85,321.75,9,291.9,13.0,Month-to-Month,0,Bank Withdrawal,5,0,Offer E,0,Yes,0.0,Yes,1
50.55,Winton,-120.599587,37.421299,95388,0,69,1,22.56,73.11,22,50.55,2.0,Month-to-Month,0,Credit Card,2,0,No Offer,0,No,0.0,Yes,1
94.4,Baldwin Park,-117.967399,34.098275,91706,2,77,65,2490.8,8616.95,38,6126.15,25.0,One Year,0,Bank Withdrawal,6,3,No Offer,0,No,0.0,No,0
94.6,Yuba City,-121.614982,39.02741,95991,0,37,24,853.44,3136.59,35,2283.15,3.0,Month-to-Month,0,Bank Withdrawal,5,1,No Offer,0,Yes,0.0,No,0
56.4,Culver City,-118.391902,34.019323,90232,0,52,51,0.0,2928.5,0,2928.5,24.0,One Year,0,Credit Card,6,2,No Offer,0,Yes,0.0,No,0
95.25,Murrieta,-117.14719,33.581045,92563,1,67,13,412.1,1597.66,31,1233.65,6.0,Month-to-Month,0,Bank Withdrawal,5,0,No Offer,0,Yes,48.09,Yes,1
19.4,Adelanto,-117.536183,34.667815,92301,3,22,61,2822.47,4005.02,46,1182.55,0.0,Month-to-Month,0,Credit Card,0,0,No Offer,0,Yes,0.0,No,1
78.85,San Jacinto,-117.02007,33.806708,92582,2,24,72,2851.92,8615.07,39,5763.15,85.0,Two Year,0,Bank Withdrawal,8,4,Offer A,0,No,0.0,Yes,0
26.3,Marina,-121.758398,36.689582,93933,7,23,69,1523.52,3287.07,22,1763.55,0.0,One Year,0,Bank Withdrawal,1,0,Offer A,0,Yes,0.0,Yes,0
20.6,Salinas,-121.601306,36.667794,93905,1,37,44,1537.36,2463.36,34,926.0,0.0,One Year,2,Bank Withdrawal,0,0,No Offer,0,No,0.0,No,0
26.05,Salinas,-121.622188,36.64152,93901,0,35,70,2193.1,4049.5,31,1856.4,0.0,One Year,0,Credit Card,1,0,No Offer,0,No,0.0,Yes,0
20.15,Petrolia,-124.210902,40.274302,95558,1,42,40,120.4,897.75,3,777.35,0.0,Two Year,3,Bank Withdrawal,0,0,No Offer,0,No,0.0,No,0
75.35,Tracy,-121.446049,37.680968,95376,10,21,61,1756.8,6486.1,28,4729.3,52.0,Two Year,0,Credit Card,7,3,No Offer,0,No,0.0,Yes,0
59.95,San Diego,-117.199424,32.825086,92117,5,25,23,84.41,1603.86,3,1406.0,69.0,Month-to-Month,0,Bank Withdrawal,4,1,No Offer,140,Yes,26.55,No,0
110.15,Wilmington,-118.262263,33.782068,90744,5,20,72,1706.4,9587.6,23,7881.2,85.0,Two Year,0,Credit Card,8,3,Offer A,0,Yes,0.0,Yes,0
86.1,Long Beach,-118.179971,33.802664,90806,2,51,62,2678.4,7893.65,43,5215.25,23.0,Two Year,0,Bank Withdrawal,8,4,No Offer,0,No,0.0,No,0
39.45,Westport,-123.767578,39.724433,95488,10,44,50,0.0,2021.35,0,2021.35,23.0,Month-to-Month,3,Credit Card,3,1,No Offer,0,Yes,0.0,No,0
102.1,Nipton,-115.516984,35.478736,92364,2,66,64,1292.16,7830.61,20,6538.45,8.0,Two Year,0,Bank Withdrawal,7,2,No Offer,0,No,0.0,Yes,0
100.75,Pioneertown,-116.593456,34.201108,92268,0,50,47,2243.31,6912.51,47,4669.2,25.0,Month-to-Month,0,Credit Card,6,3,No Offer,0,No,0.0,Yes,0
111.1,Chino,-117.663025,33.990646,91710,0,56,54,2523.96,8588.81,46,6014.85,16.0,Month-to-Month,0,Bank Withdrawal,8,3,No Offer,50,No,0.0,Yes,1
20.25,Soledad,-121.360597,36.414216,93960,8,64,47,1755.45,2628.85,37,873.4,0.0,Two Year,1,Credit Card,0,0,No Offer,0,No,0.0,No,0
20.8,Little River,-123.77214,39.245911,95456,0,29,58,2843.16,4055.41,49,1212.25,0.0,Two Year,0,Credit Card,0,0,Offer B,0,No,0.0,No,0
77.2,San Martin,-121.606417,37.084697,95046,0,23,34,183.26,2937.06,5,2753.8,52.0,One Year,1,Bank Withdrawal,6,1,Offer C,0,No,0.0,Yes,0
25.0,Manteca,-121.201018,37.830267,95336,0,63,60,2364.6,3869.65,39,1505.05,0.0,Two Year,0,Mailed Check,1,0,Offer B,0,No,0.0,Yes,0
58.35,Lotus,-120.916997,38.815515,95651,2,51,12,95.64,836.19,7,740.55,52.0,Month-to-Month,3,Credit Card,3,1,No Offer,0,Yes,0.0,No,0
105.3,Ben Lomond,-122.090386,37.078873,95005,1,70,68,3207.56,10507.21,47,7299.65,29.0,Month-to-Month,0,Bank Withdrawal,6,2,No Offer,0,Yes,0.0,Yes,1
69.25,Ripon,-121.13238,37.750778,95366,4,30,64,1647.36,6095.11,25,4447.75,51.0,Two Year,0,Mailed Check,5,3,No Offer,0,No,0.0,No,0
24.85,New Cuyama,-119.750142,34.956577,93254,0,49,22,505.34,977.42,22,493.4,0.0,Month-to-Month,0,Credit Card,1,0,Offer D,0,Yes,21.32,Yes,0
94.2,Hilmar,-120.890747,37.394536,95324,0,54,11,104.72,1104.62,9,999.9,4.0,Month-to-Month,0,Bank Withdrawal,6,3,No Offer,0,Yes,0.0,No,0
100.15,San Bernardino,-117.300864,34.142747,92405,0,64,15,481.05,1896.05,32,1415.0,28.0,Month-to-Month,0,Bank Withdrawal,6,1,Offer D,0,Yes,0.0,Yes,0
81.0,San Diego,-117.152162,32.886925,92126,0,61,5,101.0,500.6,20,389.6,23.0,Month-to-Month,0,Credit Card,2,0,Offer E,10,Yes,0.0,No,1
48.8,North San Juan,-120.984472,39.423046,95960,4,39,14,298.76,963.16,21,664.4,24.0,Month-to-Month,0,Bank Withdrawal,2,1,Offer D,0,No,0.0,No,0
54.4,Grass Valley,-120.988066,39.194539,95945,0,40,23,1118.49,2367.74,48,1249.25,11.0,Month-to-Month,0,Bank Withdrawal,3,1,No Offer,0,No,0.0,Yes,0
108.55,Tollhouse,-119.348267,36.993666,93667,1,58,50,1471.5,7082.2,29,5610.7,14.0,One Year,0,Bank Withdrawal,8,3,Offer B,0,No,0.0,Yes,1
19.4,Lompoc,-120.382917,34.601055,93436,0,32,2,30.32,80.92,15,50.6,0.0,Month-to-Month,0,Credit Card,0,0,Offer E,0,No,0.0,No,0
85.45,Salinas,-121.615669,36.624338,93908,1,29,17,811.92,2263.52,47,1451.6,26.0,Month-to-Month,0,Bank Withdrawal,4,0,No Offer,0,Yes,0.0,Yes,1
54.15,Camptonville,-121.099287,39.432127,95922,0,35,59,2919.32,6035.47,49,3116.15,9.0,Two Year,0,Credit Card,3,1,Offer B,0,No,0.0,Yes,0
19.75,Grover Beach,-120.61843,35.120833,93433,8,31,1,30.38,50.13,30,19.75,0.0,Month-to-Month,2,Bank Withdrawal,0,0,No Offer,0,No,0.0,No,0
55.7,Los Angeles,-118.249826,33.927254,90059,0,60,15,609.9,1509.7,40,899.8,8.0,Month-to-Month,0,Mailed Check,3,1,Offer D,0,Yes,0.0,Yes,1
79.8,Carpinteria,-119.513163,34.441398,93013,7,36,61,1700.68,6685.48,27,4914.8,5.0,One Year,0,Bank Withdrawal,7,2,Offer B,70,Yes,0.0,Yes,0
53.55,Jacumba,-116.2237,32.649787,91934,6,21,1,16.06,69.61,16,53.55,59.0,Month-to-Month,0,Credit Card,4,2,Offer E,0,Yes,0.0,No,0
26.1,San Leandro,-122.159338,37.717196,94577,10,27,10,185.7,411.25,18,225.55,0.0,Two Year,2,Credit Card,1,0,Offer D,0,No,0.0,Yes,0
82.45,San Diego,-117.117462,32.716007,92102,0,46,69,1775.37,7315.29,25,5555.3,22.0,Two Year,0,Credit Card,7,3,Offer A,0,Yes,15.38,No,0
70.55,Monterey,-121.869685,36.362741,93940,0,65,35,591.85,3010.85,16,2419.0,30.0,Month-to-Month,0,Bank Withdrawal,1,0,No Offer,0,No,0.0,No,0
65.65,North Highlands,-121.388251,38.671295,95660,6,27,48,2394.24,5488.89,49,3094.65,42.0,One Year,0,Bank Withdrawal,5,2,Offer B,0,Yes,0.0,No,0
81.0,Stockton,-121.260051,37.965695,95205,8,22,72,196.56,5946.56,2,5750.0,59.0,Two Year,3,Credit Card,8,4,No Offer,0,No,0.0,Yes,0
96.1,Redwood City,-122.230941,37.527497,94065,4,19,62,1891.62,7893.07,30,6001.45,41.0,One Year,0,Bank Withdrawal,6,2,Offer B,0,No,0.0,Yes,0
51.1,Lemoore,-119.825657,36.303666,93245,0,26,40,1379.6,3472.5,34,2092.9,73.0,Month-to-Month,0,Bank Withdrawal,2,1,Offer B,0,Yes,0.0,No,0
45.7,Fremont,-121.962472,37.505768,94538,0,36,1,10.41,56.11,10,45.7,17.0,Month-to-Month,0,Mailed Check,1,0,No Offer,0,Yes,0.0,No,1
85.05,Stratford,-119.813805,36.175255,93266,6,69,16,774.56,2165.71,48,1391.15,6.0,Two Year,0,Credit Card,3,0,Offer D,0,Yes,0.0,Yes,0
20.3,Los Angeles,-118.315709,34.062125,90010,0,29,1,10.84,31.14,10,20.3,0.0,Month-to-Month,0,Credit Card,0,0,No Offer,0,No,0.0,No,0
85.45,Los Angeles,-118.277939,34.061918,90057,0,22,1,31.03,116.48,31,85.45,27.0,Month-to-Month,0,Credit Card,4,0,No Offer,0,Yes,0.0,Yes,1
114.0,Vallecito,-120.456298,38.055562,95251,1,60,72,2337.84,10430.99,32,8093.15,76.0,Two Year,3,Bank Withdrawal,9,4,No Offer,0,Yes,0.0,Yes,0
-9.0,Santa Ana,-117.881533,33.765893,92706,1,39,44,774.84,3378.79,17,2603.95,24.0,One Year,0,Bank Withdrawal,4,3,No Offer,0,Yes,0.0,No,0
95.8,Nicolaus,-121.608624,38.788898,95659,0,36,59,1795.96,7451.41,30,5655.45,30.0,Two Year,0,Bank Withdrawal,5,1,No Offer,0,No,0.0,No,0
103.6,Van Nuys,-118.448048,34.202494,91405,0,65,18,22.86,1839.21,1,1806.35,3.0,Month-to-Month,0,Credit Card,7,2,No Offer,10,Yes,0.0,Yes,0
98.7,Mill Valley,-122.572024,37.901371,94941,0,40,23,332.35,2581.45,14,2249.1,19.0,Month-to-Month,0,Credit Card,6,1,No Offer,0,Yes,0.0,Yes,0
89.5,Nice,-122.838198,39.12334,95464,1,75,7,95.41,772.11,13,676.7,27.0,Month-to-Month,0,Bank Withdrawal,3,0,Offer E,0,Yes,0.0,No,1
86.35,Suisun City,-122.017258,38.197907,94585,0,51,51,1392.3,5659.45,27,4267.15,13.0,One Year,0,Credit Card,3,1,Offer B,0,No,0.0,No,0
19.7,Fremont,-122.080312,37.555473,94555,3,28,64,955.52,2229.57,14,1274.05,0.0,Two Year,1,Bank Withdrawal,0,0,Offer B,0,Yes,0.0,No,0
84.7,Sanger,-119.440414,36.819628,93657,10,41,69,3337.53,9216.43,48,5878.9,7.0,Two Year,0,Credit Card,8,4,No Offer,0,Yes,0.0,No,0
24.45,Fontana,-117.468896,34.049671,92337,0,44,1,0.0,24.45,0,24.45,2.0,Month-to-Month,0,Mailed Check,1,0,No Offer,0,Yes,0.0,No,1
19.2,South San Francisco,-122.426468,37.654436,94080,0,80,2,14.06,51.26,7,37.2,0.0,Two Year,0,Bank Withdrawal,0,0,No Offer,0,No,0.0,No,0
106.9,Butte City,-121.936372,39.449794,95920,1,33,35,913.15,4785.13,26,3756.45,56.0,Month-to-Month,3,Bank Withdrawal,7,3,No Offer,150,Yes,34.47,No,0
78.95,Orosi,-119.175655,36.600185,93647,3,54,26,628.42,2662.67,24,2034.25,75.0,One Year,3,Bank Withdrawal,3,0,No Offer,0,No,0.0,No,0
47.85,Los Angeles,-118.251977,34.043144,90014,10,34,26,0.0,1270.5,0,1190.5,28.0,One Year,0,Bank Withdrawal,5,3,No Offer,80,No,0.0,No,0
100.45,San Diego,-117.199424,32.825086,92117,1,35,49,1292.13,6233.93,26,4941.8,19.0,One Year,0,Mailed Check,6,1,No Offer,0,No,0.0,Yes,1
79.6,Lee Vining,-119.184087,37.890145,93541,7,38,68,3260.6,8776.4,47,5515.8,14.0,Two Year,0,Bank Withdrawal,7,3,Offer A,0,Yes,0.0,No,0
68.85,Sylmar,-118.399841,34.321621,91342,0,41,44,74.8,3033.75,1,2958.95,28.0,Month-to-Month,0,Credit Card,1,0,Offer B,0,No,0.0,No,0
19.35,Fresno,-119.783786,36.732694,93721,0,46,29,80.04,681.64,2,601.6,0.0,Month-to-Month,0,Credit Card,0,0,No Offer,0,No,0.0,No,0
55.15,Topaz,-119.489162,38.636052,96133,7,29,24,656.88,1976.73,27,1319.85,85.0,Month-to-Month,3,Bank Withdrawal,3,2,No Offer,0,No,0.0,No,0
25.55,Shaver Lake,-119.001021,37.223,93664,1,47,14,443.8,816.25,31,372.45,0.0,Month-to-Month,1,Credit Card,1,0,No Offer,0,No,0.0,Yes,0
52.7,Corona,-117.600213,33.819385,92882,0,57,56,1210.16,4229.86,21,3019.7,27.0,One Year,0,Credit Card,3,2,No Offer,0,No,0.0,No,0
19.65,Los Angeles,-118.308933,34.003553,90062,0,43,6,174.54,291.39,29,116.85,0.0,Two Year,0,Credit Card,0,0,No Offer,0,No,0.0,No,0
80.25,Coalinga,-120.387793,36.186867,93210,0,50,6,137.7,631.1,22,493.4,10.0,Two Year,0,Credit Card,7,3,Offer E,0,Yes,0.0,No,0
25.0,San Francisco,-122.495781,37.776718,94121,1,61,71,3408.71,5161.71,48,1753.0,0.0,Two Year,0,Bank Withdrawal,1,0,Offer A,0,No,0.0,Yes,0
104.3,Kettleman City,-120.000951,35.996923,93239,0,20,43,981.69,5433.54,22,4451.85,47.0,One Year,2,Credit Card,7,2,No Offer,0,Yes,0.0,Yes,0
113.6,Los Angeles,-118.200577,34.017697,90023,1,41,41,205.41,4800.36,5,4594.95,10.0,Month-to-Month,0,Bank Withdrawal,9,4,No Offer,0,Yes,0.0,Yes,1
48.85,Stockton,-121.319568,37.974498,95204,0,34,15,475.2,1212.0,31,736.8,23.0,Month-to-Month,0,Bank Withdrawal,2,1,No Offer,0,No,0.0,No,0
84.15,Long Beach,-118.222416,33.819814,90810,0,23,22,422.4,2304.35,19,1821.95,41.0,Month-to-Month,0,Bank Withdrawal,3,0,No Offer,60,Yes,0.0,Yes,0
104.15,Port Hueneme,-119.100972,34.110124,93041,10,75,44,916.52,5412.17,20,4495.65,9.0,Two Year,0,Bank Withdrawal,6,2,No Offer,0,No,0.0,Yes,0
74.75,Winchester,-117.04254,33.657433,92596,0,21,12,222.24,1049.29,18,827.05,53.0,Month-to-Month,0,Bank Withdrawal,6,1,No Offer,0,No,0.0,Yes,0
19.6,Felton,-122.062213,37.089111,95018,0,41,52,429.0,1395.33,8,1012.4,0.0,One Year,0,Credit Card,0,0,No Offer,0,No,46.07,No,0
90.2,Fremont,-121.899117,37.516791,94539,1,62,17,205.02,1659.17,12,1454.15,9.0,Month-to-Month,0,Credit Card,5,3,Offer D,0,No,0.0,Yes,1
79.9,Vallecito,-120.456298,38.055562,95251,1,42,41,1855.66,5181.86,45,3326.2,56.0,Month-to-Month,3,Credit Card,8,4,No Offer,0,No,0.0,Yes,1
98.7,Carson,-118.26411,33.822295,90745,0,35,10,373.6,1346.85,37,973.25,28.0,Month-to-Month,0,Bank Withdrawal,6,1,Offer D,0,Yes,0.0,Yes,1
90.8,Palm Desert,-116.324817,33.762759,92211,1,47,26,399.62,2761.42,15,2361.8,11.0,Month-to-Month,0,Bank Withdrawal,4,0,No Offer,0,Yes,0.0,No,1
20.9,Sherman Oaks,-118.463365,34.147149,91403,1,48,53,2316.63,3462.68,43,1146.05,0.0,Two Year,3,Credit Card,0,0,No Offer,0,No,0.0,No,0
19.45,Sacramento,-121.437507,38.567594,95819,0,70,1,22.92,42.37,22,19.45,0.0,Month-to-Month,0,Bank Withdrawal,0,0,No Offer,0,Yes,0.0,No,1
70.35,Goodyears Bar,-120.868836,39.564113,95944,0,45,50,1805.5,5339.1,36,3533.6,20.0,Two Year,2,Credit Card,1,0,Offer B,0,No,0.0,No,0
24.1,Newbury Park,-118.946262,34.172071,91320,1,19,24,27.36,614.76,1,587.4,0.0,Two Year,3,Bank Withdrawal,1,0,Offer C,0,Yes,0.0,Yes,0
20.45,Mccloud,-122.105209,41.251322,96057,6,26,38,108.68,889.93,2,781.25,0.0,Month-to-Month,2,Credit Card,0,0,No Offer,0,No,0.0,No,0
85.15,Albany,-122.295192,37.890274,94706,1,27,14,298.2,1398.92,21,1139.2,42.0,Month-to-Month,0,Bank Withdrawal,4,0,No Offer,0,Yes,38.48,Yes,1
93.55,Helm,-120.118055,36.520537,93627,1,69,24,321.12,2585.17,13,2264.05,12.0,Month-to-Month,0,Bank Withdrawal,5,0,No Offer,0,Yes,0.0,Yes,1
95.9,Vallecito,-120.456298,38.055562,95251,0,65,19,622.63,2400.53,32,1777.9,4.0,Month-to-Month,0,Credit Card,5,1,Offer D,0,Yes,0.0,No,1
75.15,Lynwood,-118.200669,33.923573,90262,1,34,7,60.83,557.73,8,496.9,53.0,Month-to-Month,5,Bank Withdrawal,2,1,No Offer,0,Yes,0.0,No,1
84.35,Tahoma,-120.179546,39.061227,96142,4,25,42,413.28,3984.88,9,3571.6,52.0,Two Year,0,Credit Card,8,3,No Offer,0,No,0.0,Yes,0
79.7,San Francisco,-122.384532,37.731505,94124,1,38,63,3092.04,7908.19,49,4786.15,24.0,One Year,0,Credit Card,7,2,Offer B,30,Yes,0.0,Yes,0
54.05,Orland,-122.302169,39.748037,95963,10,20,56,0.0,2999.8,0,2959.8,30.0,One Year,0,Bank Withdrawal,6,2,No Offer,40,Yes,0.0,No,0
54.45,Fresno,-119.903674,36.654614,93706,1,28,13,0.0,706.85,0,706.85,71.0,Month-to-Month,0,Bank Withdrawal,6,2,No Offer,0,Yes,0.0,No,1
67.45,Paradise,-121.644379,39.69676,95969,0,42,37,482.48,2925.78,13,2443.3,14.0,One Year,0,Bank Withdrawal,6,4,Offer C,0,No,0.0,Yes,0
84.95,Berkeley,-122.26609,37.878554,94709,0,70,18,462.6,1971.49,25,1443.65,23.0,Two Year,0,Bank Withdrawal,3,1,No Offer,70,Yes,4.76,No,0
65.4,Niland,-115.596574,33.345825,92257,0,42,44,1539.12,4313.67,34,2774.55,2.0,One Year,0,Bank Withdrawal,4,2,Offer B,0,No,0.0,No,0
70.75,Wendel,-120.081187,40.345949,96136,0,57,7,163.45,614.25,23,450.8,6.0,Month-to-Month,0,Credit Card,5,1,Offer E,0,Yes,0.0,No,1
44.0,San Francisco,-122.415201,37.750021,94110,0,51,1,26.15,70.15,26,44.0,26.0,Month-to-Month,0,Credit Card,1,0,No Offer,0,Yes,0.0,No,0
61.4,Heber,-115.501083,32.730583,92249,10,56,69,2695.83,6755.68,39,4059.85,19.0,Two Year,2,Credit Card,4,2,No Offer,0,No,0.0,Yes,0
88.8,Cobb,-122.73203,38.838088,95426,5,67,55,1826.55,6631.85,33,4805.3,4.0,Two Year,0,Credit Card,4,2,No Offer,0,No,0.0,No,0
104.85,Dunlap,-119.140338,36.789213,93621,0,80,14,419.44,1950.84,29,1531.4,7.0,Month-to-Month,0,Bank Withdrawal,6,2,No Offer,0,Yes,0.0,Yes,1
94.4,Orland,-122.302169,39.748037,95963,0,49,1,18.34,112.74,18,94.4,6.0,Month-to-Month,0,Bank Withdrawal,5,1,No Offer,0,No,0.0,No,1
90.5,Walnut Grove,-121.587535,38.240419,95690,10,30,47,551.78,4870.13,11,4318.35,48.0,Two Year,3,Mailed Check,9,4,Offer B,0,Yes,0.0,Yes,0
85.25,Los Angeles,-118.210946,34.050198,90033,9,64,72,1193.76,7276.86,16,6083.1,30.0,Two Year,0,Bank Withdrawal,8,3,No Offer,0,Yes,0.0,Yes,0
24.6,Pescadero,-122.297533,37.22565,94060,0,39,1,0.0,24.6,0,24.6,12.0,Month-to-Month,0,Bank Withdrawal,1,0,No Offer,0,No,0.0,No,1
19.75,North Hollywood,-118.387125,34.187599,91606,0,40,16,642.72,927.07,40,284.35,0.0,Two Year,0,Mailed Check,0,0,Offer D,0,No,0.0,No,0
82.5,Palm Desert,-116.412711,33.694501,92260,0,23,65,308.75,5563.85,4,5215.1,69.0,Two Year,2,Bank Withdrawal,8,3,Offer B,40,Yes,0.0,Yes,0
23.75,Salton City,-115.955541,33.28156,92275,0,45,18,233.46,657.96,12,424.5,0.0,One Year,0,Credit Card,1,0,Offer D,0,No,0.0,Yes,0
78.85,Squaw Valley,-119.202677,36.719141,93675,0,65,4,147.72,440.52,36,292.8,18.0,Month-to-Month,0,Bank Withdrawal,2,0,No Offer,0,Yes,0.0,No,1
100.15,Ontario,-117.667677,34.057256,91762,0,68,45,310.5,4770.3,6,4459.8,20.0,One Year,0,Bank Withdrawal,5,1,Offer B,0,Yes,0.0,Yes,0
35.1,Bella Vista,-122.109666,40.722733,96008,0,34,21,0.0,770.4,0,770.4,4.0,Two Year,0,Credit Card,3,2,Offer D,0,No,0.0,No,0
70.7,Los Angeles,-118.30742,34.059281,90005,0,19,2,18.24,169.89,9,151.65,51.0,Month-to-Month,2,Bank Withdrawal,1,0,No Offer,0,Yes,0.0,No,1
113.65,Carpinteria,-119.513163,34.441398,93013,6,25,72,1789.2,9913.4,24,8124.2,47.0,Two Year,0,Credit Card,9,4,Offer A,0,Yes,0.0,Yes,0
47.95,Los Angeles,-118.258681,34.00709,90011,0,23,6,0.0,305.1,0,305.1,71.0,Month-to-Month,0,Bank Withdrawal,5,1,Offer E,0,Yes,0.0,No,1
65.1,Browns Valley,-121.320597,39.292334,95918,7,53,72,0.0,4754.3,0,4754.3,15.0,Two Year,0,Credit Card,8,4,Offer A,0,Yes,0.0,No,0
45.6,Garden Grove,-118.026456,33.782955,92845,0,36,1,37.44,83.04,37,45.6,9.0,Month-to-Month,0,Credit Card,1,0,No Offer,0,No,0.0,No,0
76.45,San Diego,-117.202937,32.898613,92121,0,74,1,3.84,90.29,3,76.45,13.0,Month-to-Month,0,Bank Withdrawal,2,0,No Offer,10,Yes,0.0,Yes,1
111.25,Acampo,-121.235034,38.200231,95220,0,20,52,1751.88,7667.06,33,5916.45,52.0,One Year,0,Credit Card,8,3,Offer B,0,Yes,1.27,Yes,1
75.55,Fallbrook,-117.299644,33.362575,92028,0,20,5,176.1,589.75,35,413.65,58.0,Month-to-Month,0,Bank Withdrawal,3,0,No Offer,0,No,0.0,Yes,1
