monthly_charge,city,zip_code,latitude,longitude,age,total_long_distance_charges,number_of_referrals,total_charges,avg_monthly_gb_download,tenure_in_months,avg_monthly_long_distance_charges,total_revenue,number_of_dependents,contract,payment_method,engagement_score,total_extra_data_charges,offer,internet_type,num_addon_services,paperless_billing,total_refunds,customer_status
20.75,Dunsmuir,96025,41.212695,-122.392067,60,1689.48,8,1123.15,0.0,57,29,2812.63,2,Two Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
35.8,Sacramento,95829,38.486502,-121.334051,51,0.0,0,1316.9,25.0,37,0,1416.9,0,Two Year,Credit Card,2,100,No Offer,DSL,0,No,0.0,0
74.25,Olancha,93549,36.296851,-117.865469,45,44.28,0,3089.1,6.0,41,1,3133.38,0,Month-to-Month,Bank Withdrawal,2,0,Offer B,Fiber Optic,1,Yes,0.0,0
81.9,San Diego,92117,32.825086,-117.199424,26,291.98,7,2078.55,48.0,26,11,2325.67,0,Month-to-Month,Bank Withdrawal,7,0,No Offer,Cable,3,No,44.86,0
85.95,Winterhaven,92283,32.852947,-114.850784,20,65.0,0,858.6,76.0,10,6,923.6,2,Month-to-Month,Bank Withdrawal,4,0,Offer D,Fiber Optic,0,No,0.0,0
59.7,West Covina,91792,34.024405,-117.898722,21,950.77,6,1825.5,59.0,31,30,2776.27,1,Month-to-Month,Bank Withdrawal,4,0,No Offer,DSL,0,No,0.0,0
54.95,Pilot Hill,95664,38.803731,-121.043799,34,218.5,9,568.85,9.0,10,21,787.35,0,Month-to-Month,Credit Card,3,0,Offer D,DSL,2,Yes,0.0,0
50.2,Guatay,91931,32.857946,-116.561917,27,56.7,6,668.85,59.0,14,4,725.55,0,Month-to-Month,Credit Card,2,0,No Offer,DSL,1,No,0.0,0
20.4,Foresthill,95631,39.031876,-120.811141,34,412.47,0,184.1,0.0,9,45,596.57,2,Month-to-Month,Credit Card,0,0,Offer E,No Internet,0,No,0.0,0
24.3,Salinas,93908,36.624338,-121.615669,65,624.96,5,1778.7,0.0,72,8,2403.66,0,Two Year,Bank Withdrawal,1,0,Offer A,No Internet,0,No,0.0,0
67.7,Covina,91722,34.097345,-117.906736,55,1651.44,0,2882.25,20.0,42,39,4533.69,0,One Year,Credit Card,6,0,No Offer,Cable,3,Yes,0.0,0
20.35,Avalon,90704,33.391181,-118.421305,35,10.84,3,41.85,0.0,2,5,52.69,0,Month-to-Month,Credit Card,0,0,Offer E,No Internet,0,No,0.0,0
89.5,San Diego,92109,32.787836,-117.232376,69,461.5,0,2196.15,3.0,25,18,2657.65,0,Month-to-Month,Bank Withdrawal,4,0,No Offer,Fiber Optic,1,Yes,0.0,1
84.0,Bakersfield,93301,35.383937,-119.020428,29,242.45,0,424.75,85.0,5,48,667.2,0,Month-to-Month,Bank Withdrawal,3,0,No Offer,Fiber Optic,0,Yes,0.0,0
78.95,Sacramento,95823,38.475465,-121.443625,62,23.96,0,78.95,22.0,1,23,102.91,0,Month-to-Month,Bank Withdrawal,2,0,Offer E,Fiber Optic,0,Yes,0.0,1
43.25,Greenwood,95635,38.921333,-120.897718,30,0.0,0,219.0,59.0,5,0,219.0,0,Month-to-Month,Mailed Check,5,0,No Offer,Cable,4,Yes,0.0,1
35.05,Elmira,95625,38.349195,-121.902943,27,0.0,9,1620.25,52.0,46,0,1620.25,2,Month-to-Month,Bank Withdrawal,4,0,No Offer,DSL,2,No,0.0,0
41.1,Rancho Santa Fe,92067,33.012751,-117.200617,44,0.0,0,2258.25,24.0,57,0,2258.25,0,One Year,Credit Card,4,0,No Offer,DSL,3,Yes,0.0,0
20.5,Garden Grove,92845,33.782955,-118.026456,79,487.83,0,429.55,0.0,21,23,917.38,0,One Year,Bank Withdrawal,0,0,No Offer,No Internet,0,No,0.0,0
25.25,Hopland,95449,38.93706,-123.118111,64,14.76,0,101.9,0.0,4,3,116.66,0,Month-to-Month,Credit Card,1,0,Offer E,No Internet,0,No,0.0,0
19.35,Sun City,92587,33.69887,-117.25071,29,3162.9,7,1319.95,0.0,65,48,4482.85,0,Two Year,Bank Withdrawal,0,0,Offer B,No Internet,0,No,0.0,0
19.9,Camino,95709,38.748316,-120.675512,49,616.93,2,357.7,0.0,19,32,974.63,3,One Year,Credit Card,0,0,Offer D,No Internet,0,No,0.0,0
20.05,Ahwahnee,93601,37.375816,-119.739935,56,13.51,0,20.05,0.0,1,13,33.56,0,Month-to-Month,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
93.8,Montebello,90640,34.015217,-118.109962,80,1129.14,1,4750.95,30.0,51,22,5880.09,0,Month-to-Month,Bank Withdrawal,5,0,Offer B,Fiber Optic,2,Yes,0.0,1
24.8,Yorba Linda,92887,33.884073,-117.732197,38,987.84,1,1874.3,0.0,72,13,2845.88,0,Two Year,Credit Card,1,0,No Offer,No Internet,0,No,16.26,0
19.8,Orange,92867,33.81859,-117.821288,38,3390.8,1,1378.75,0.0,70,48,4769.55,2,Two Year,Bank Withdrawal,0,0,Offer A,No Internet,0,No,0.0,0
89.9,Rancho Santa Fe,92091,32.99356,-117.207121,56,926.52,7,2433.5,19.0,28,33,3360.02,0,Month-to-Month,Credit Card,5,0,No Offer,Fiber Optic,2,No,0.0,0
92.0,Applegate,95703,38.983388,-120.988814,70,2598.6,7,6585.2,10.0,71,36,9183.8,0,One Year,Bank Withdrawal,6,0,No Offer,Fiber Optic,4,Yes,0.0,0
20.1,Fullerton,92832,33.868316,-117.929029,28,26.0,1,85.1,0.0,5,5,111.1,0,One Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
79.0,Elmira,95625,38.349195,-121.902943,61,110.28,0,303.15,27.0,4,27,413.43,0,Month-to-Month,Bank Withdrawal,2,0,No Offer,Fiber Optic,0,Yes,0.0,1
95.35,Honeydew,95545,40.342928,-124.063329,73,3443.79,5,6382.0,13.0,69,49,9825.79,0,Two Year,Bank Withdrawal,6,0,No Offer,Fiber Optic,2,Yes,0.0,0
19.5,Laton,93242,36.444232,-119.718285,33,2401.98,5,1167.6,0.0,57,42,3549.69,3,Two Year,Bank Withdrawal,0,0,Offer B,No Internet,0,No,19.89,0
44.95,San Leandro,94577,37.717196,-122.159338,53,0.0,0,3085.35,13.0,68,0,3085.35,0,Month-to-Month,Bank Withdrawal,5,0,No Offer,Cable,2,No,0.0,0
49.8,San Jose,95128,37.316146,-121.936285,55,38.21,0,49.8,13.0,1,38,88.01,0,Month-to-Month,Credit Card,2,0,No Offer,Cable,1,Yes,0.0,0
69.2,Berry Creek,95916,39.657228,-121.37778,80,3449.89,7,4982.5,15.0,71,48,8432.39,1,One Year,Bank Withdrawal,5,0,No Offer,DSL,2,No,0.0,0
100.55,Gridley,95948,39.346898,-121.759537,41,1888.48,0,4398.15,23.0,44,42,6286.63,0,Month-to-Month,Bank Withdrawal,6,0,No Offer,Fiber Optic,2,No,0.0,1
20.55,Whittier,90603,33.945318,-117.992066,37,565.92,10,583.3,0.0,27,20,1149.22,0,One Year,Credit Card,0,0,No Offer,No Internet,0,Yes,0.0,0
79.1,Hayward,94545,37.62984,-122.120843,21,1989.42,6,5564.85,27.0,71,28,7554.27,0,Two Year,Credit Card,7,0,Offer A,DSL,3,Yes,0.0,0
99.65,Los Angeles,90066,34.002028,-118.430656,44,90.09,2,6311.2,16.0,63,1,6401.29,0,One Year,Credit Card,6,0,Offer B,Fiber Optic,1,Yes,0.0,0
64.7,Los Angeles,90032,34.078821,-118.177576,20,689.35,0,1093.1,41.0,17,40,1782.45,0,Month-to-Month,Credit Card,4,0,No Offer,Cable,0,Yes,0.0,1
25.4,Compton,90222,33.912246,-118.236773,40,298.8,8,1797.1,0.0,72,4,2095.9,0,Two Year,Credit Card,1,0,No Offer,No Internet,0,No,0.0,0
44.2,Seeley,92273,32.790282,-115.689559,40,377.28,0,403.35,29.0,9,41,780.63,0,Month-to-Month,Bank Withdrawal,1,0,No Offer,Cable,0,Yes,0.0,1
74.3,Indio,92203,33.752938,-116.230055,76,17.84,7,74.3,20.0,1,17,92.14,0,Two Year,Bank Withdrawal,2,0,No Offer,Fiber Optic,0,No,0.0,0
90.6,San Jose,95136,37.270938,-121.851046,77,13.02,1,90.6,30.0,1,13,103.62,0,Month-to-Month,Bank Withdrawal,4,0,Offer E,Fiber Optic,1,Yes,0.0,1
105.85,West Covina,91791,34.061634,-117.893169,65,2371.85,10,6725.5,9.0,65,36,9097.35,0,Two Year,Credit Card,7,0,Offer B,Fiber Optic,3,Yes,0.0,0
64.3,Burson,95225,38.183918,-120.898817,36,219.44,0,3410.6,18.0,52,4,3630.04,0,One Year,Mailed Check,4,0,Offer B,DSL,2,Yes,0.0,0
74.85,River Pines,95675,38.545775,-120.743325,28,117.45,0,708.2,73.0,9,13,825.65,0,Month-to-Month,Bank Withdrawal,2,0,No Offer,Fiber Optic,1,Yes,0.0,0
39.65,Los Angeles,90022,34.02381,-118.156582,78,0.0,0,39.65,8.0,1,0,59.65,0,Month-to-Month,Bank Withdrawal,3,20,No Offer,DSL,1,Yes,0.0,1
19.8,Pico Rivera,90660,33.989524,-118.089299,38,378.0,10,350.1,0.0,21,18,728.1,1,One Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
24.65,Healdsburg,95448,38.618347,-122.908422,23,1821.96,5,1574.5,0.0,63,28,3396.46,2,Two Year,Credit Card,1,0,No Offer,No Internet,0,No,0.0,0
90.1,San Diego,92109,32.787836,-117.232376,53,6.9,0,521.3,3.0,6,1,528.2,0,Month-to-Month,Bank Withdrawal,4,0,No Offer,Fiber Optic,1,Yes,0.0,1
19.2,Dixon,95620,38.392821,-121.799917,42,150.0,0,532.1,0.0,25,6,682.1,0,Month-to-Month,Credit Card,0,0,Offer C,No Internet,0,Yes,0.0,0
47.4,Yountville,94599,38.421458,-122.365048,64,0.0,0,3177.25,29.0,66,0,3177.25,0,Two Year,Mailed Check,5,0,Offer A,DSL,4,Yes,0.0,0
90.4,Beaumont,92223,33.946982,-116.977672,50,1976.48,0,4063.0,16.0,44,44,6039.48,0,Month-to-Month,Credit Card,5,0,No Offer,Fiber Optic,1,Yes,0.0,0
79.0,Crescent Mills,95934,40.080342,-120.957805,62,2107.8,0,4801.1,3.0,60,35,6908.9,0,One Year,Credit Card,7,0,No Offer,DSL,3,No,0.0,0
99.85,Tarzana,91356,34.157137,-118.548511,34,656.82,0,1776.95,3.0,18,36,2433.77,0,Month-to-Month,Bank Withdrawal,6,0,No Offer,Fiber Optic,1,Yes,0.0,1
99.8,West Sacramento,95691,38.627951,-121.593287,22,2068.8,9,5985.75,51.0,60,34,8054.55,0,Month-to-Month,Bank Withdrawal,6,0,No Offer,Fiber Optic,1,Yes,0.0,0
23.15,Sacramento,95815,38.608405,-121.449942,42,340.01,0,245.2,0.0,11,30,585.21,0,Month-to-Month,Credit Card,1,0,No Offer,No Internet,0,No,0.0,1
61.35,Frazier Park,93225,34.827662,-118.999073,46,572.3,0,3645.5,6.0,59,9,4217.8,0,One Year,Bank Withdrawal,4,0,No Offer,DSL,1,Yes,0.0,0
49.05,San Jose,95127,37.375156,-121.795867,58,537.36,0,593.05,12.0,12,44,1101.09,0,Month-to-Month,Bank Withdrawal,2,0,No Offer,DSL,1,Yes,29.32,0
65.5,Glendora,91741,34.14649,-117.849815,23,189.44,1,564.35,41.0,8,23,753.79,0,Two Year,Credit Card,5,0,Offer E,DSL,2,No,0.0,0
29.75,Los Angeles,90048,34.072945,-118.37267,35,0.0,0,790.7,14.0,28,0,790.7,0,Month-to-Month,Credit Card,2,0,Offer C,DSL,1,Yes,0.0,0
84.05,Fallbrook,92028,33.362575,-117.299644,56,214.2,0,966.55,19.0,12,17,1180.75,1,Month-to-Month,Bank Withdrawal,3,0,No Offer,Fiber Optic,0,Yes,0.0,0
107.5,Philo,95466,39.094102,-123.500853,62,736.8,9,3242.5,18.0,30,24,3979.3,2,Month-to-Month,Bank Withdrawal,8,0,No Offer,Fiber Optic,3,Yes,0.0,0
83.8,Philo,95466,39.094102,-123.500853,65,343.56,0,1029.75,7.0,12,28,1408.73,0,Month-to-Month,Credit Card,4,80,Offer D,Cable,3,Yes,44.58,1
49.2,Huntington Beach,92646,33.666301,-117.969501,44,58.56,0,103.7,4.0,2,29,162.26,0,Month-to-Month,Credit Card,2,0,Offer E,Cable,1,No,0.0,0
55.15,Old Station,96071,40.656287,-121.428965,25,68.31,0,159.15,51.0,3,22,227.46,0,Month-to-Month,Credit Card,3,0,Offer E,DSL,0,No,0.0,1
40.35,Angels Camp,95222,38.071327,-120.632221,59,0.0,0,1677.85,21.0,41,0,1677.85,0,Month-to-Month,Bank Withdrawal,4,0,Offer B,Cable,1,Yes,0.0,0
25.65,Newbury Park,91320,34.172071,-118.946262,36,79.2,1,1388.0,0.0,55,1,1467.2,3,Two Year,Credit Card,1,0,Offer B,No Internet,0,Yes,0.0,0
81.25,Modesto,95356,37.716186,-121.025836,66,40.16,0,585.95,26.0,8,5,626.11,0,Month-to-Month,Bank Withdrawal,3,0,No Offer,Fiber Optic,1,Yes,0.0,1
103.4,Sacramento,95827,38.549185,-121.328386,47,221.04,1,7372.65,23.0,72,3,7593.69,0,Two Year,Bank Withdrawal,7,0,No Offer,Fiber Optic,2,Yes,0.0,1
100.55,Sacramento,95828,38.486938,-121.395805,62,3156.48,5,7325.1,15.0,72,43,10481.58,0,Two Year,Bank Withdrawal,7,0,Offer A,Fiber Optic,3,Yes,0.0,0
86.45,San Francisco,94133,37.802071,-122.411004,53,1452.9,0,2538.05,58.0,30,48,3990.95,3,One Year,Bank Withdrawal,4,0,Offer C,Fiber Optic,1,No,0.0,0
-8.0,Martinez,94553,38.014457,-122.115432,61,489.0,8,546.85,0.0,25,19,1035.85,4,Month-to-Month,Bank Withdrawal,1,0,Offer C,No Internet,0,Yes,0.0,0
75.1,Coronado,92118,32.68674,-117.186612,36,5.94,0,75.1,8.0,1,5,81.04,0,Month-to-Month,Bank Withdrawal,2,0,No Offer,Fiber Optic,0,Yes,0.0,1
104.45,El Cerrito,94530,37.924838,-122.289145,65,1893.82,0,4863.85,30.0,46,41,6720.89,0,Two Year,Bank Withdrawal,7,0,Offer B,Fiber Optic,2,Yes,36.78,0
-8.0,Walnut Creek,94598,37.916648,-122.008483,39,1074.24,1,3204.65,26.0,32,33,4353.07,0,Month-to-Month,Credit Card,6,110,Offer C,Fiber Optic,1,Yes,35.82,1
80.45,Redlands,92373,34.003243,-117.138286,43,1149.17,0,2429.1,23.0,31,37,3578.27,0,Month-to-Month,Bank Withdrawal,3,0,No Offer,Fiber Optic,1,Yes,0.0,0
54.1,Grimes,95950,39.033058,-121.895718,42,0.0,7,3794.5,16.0,68,0,3794.5,0,Two Year,Bank Withdrawal,6,0,Offer A,Cable,2,Yes,0.0,0
109.1,Murrieta,92562,33.548869,-117.334165,51,2154.7,6,6393.65,7.0,58,37,8548.35,0,Two Year,Credit Card,8,0,No Offer,Fiber Optic,3,Yes,0.0,0
58.4,Fort Bragg,95437,39.455555,-123.683979,52,0.0,1,4113.15,19.0,70,0,4080.62,2,One Year,Bank Withdrawal,7,0,Offer A,Cable,3,Yes,32.53,0
80.05,San Diego,92109,32.787836,-117.232376,53,39.79,1,80.05,7.0,1,39,119.84,0,Month-to-Month,Mailed Check,2,0,No Offer,Fiber Optic,0,Yes,0.0,1
83.45,Los Angeles,90011,34.00709,-118.258681,30,2184.48,0,3887.85,27.0,48,45,6072.33,0,One Year,Credit Card,8,0,No Offer,DSL,3,Yes,0.0,0
110.65,Rosamond,93560,34.903052,-118.411251,24,2967.12,5,8065.65,73.0,72,41,11032.77,0,Two Year,Credit Card,8,0,Offer A,Fiber Optic,3,Yes,0.0,0
56.15,Santa Cruz,95062,36.974575,-121.991149,21,87.87,1,168.15,52.0,3,29,256.02,0,Month-to-Month,Mailed Check,4,0,Offer E,Cable,2,Yes,0.0,1
70.7,San Diego,92129,32.961064,-117.134917,28,19.52,1,141.45,27.0,2,9,160.97,0,Month-to-Month,Bank Withdrawal,1,0,Offer E,Cable,0,Yes,0.0,1
84.95,Capistrano Beach,92624,33.458754,-117.665104,35,258.48,0,668.4,6.0,8,32,926.88,0,Month-to-Month,Bank Withdrawal,3,0,No Offer,Fiber Optic,1,No,0.0,1
20.6,Orange,92866,33.784597,-117.844535,25,1043.91,0,1298.7,0.0,63,16,2342.61,0,Two Year,Credit Card,0,0,No Offer,No Internet,0,Yes,0.0,0
100.5,Burbank,91502,34.177267,-118.31003,65,559.3,1,3653.35,22.0,35,15,4212.65,0,Month-to-Month,Bank Withdrawal,6,0,No Offer,Cable,3,Yes,0.0,1
96.65,Acampo,95220,38.200231,-121.235034,54,592.8,4,1162.85,11.0,13,45,1755.65,0,Month-to-Month,Mailed Check,5,0,Offer D,Fiber Optic,1,Yes,0.0,1
64.5,El Dorado,95623,38.63153,-120.842609,56,1102.2,4,1985.15,18.0,30,36,3087.35,1,One Year,Bank Withdrawal,4,0,Offer C,Cable,2,Yes,0.0,0
60.2,Fontana,92337,34.049671,-117.468896,34,0.0,10,3582.4,2.0,60,0,3582.4,0,Month-to-Month,Bank Withdrawal,7,0,Offer B,DSL,3,Yes,0.0,0
91.25,Sacramento,95819,38.567594,-121.437507,55,884.4,1,2964.05,17.0,33,26,3978.45,0,Month-to-Month,Bank Withdrawal,4,130,Offer C,Fiber Optic,0,No,0.0,0
106.55,Mineral,96063,40.408796,-121.579609,59,476.82,2,5763.3,21.0,54,8,6240.12,0,One Year,Bank Withdrawal,7,0,No Offer,Fiber Optic,2,No,0.0,1
109.4,Simi Valley,93063,34.296813,-118.685703,53,221.1,7,7281.6,19.0,67,3,7464.36,2,One Year,Bank Withdrawal,8,0,No Offer,Fiber Optic,3,Yes,38.34,0
71.05,Simi Valley,93065,34.269449,-118.768471,25,58.5,10,1837.7,73.0,25,2,1868.12,0,Month-to-Month,Credit Card,6,0,No Offer,DSL,3,Yes,28.08,0
111.6,Palo Cedro,96073,40.582399,-122.195512,42,1741.68,0,8012.75,13.0,72,24,9754.43,0,Two Year,Bank Withdrawal,8,0,No Offer,Fiber Optic,3,Yes,0.0,0
80.65,Browns Valley,95918,39.292334,-121.320597,58,699.66,0,1451.9,7.0,18,38,2181.56,0,Month-to-Month,Bank Withdrawal,3,30,No Offer,Fiber Optic,1,Yes,0.0,1
19.25,Wallace,95254,38.192608,-120.957842,57,1094.94,9,1237.65,0.0,63,17,2332.59,0,Two Year,Credit Card,0,0,Offer B,No Internet,0,No,0.0,0
23.8,Helm,93627,36.520537,-120.118055,39,1152.84,7,903.8,0.0,39,29,2056.64,0,Two Year,Credit Card,1,0,No Offer,No Internet,0,Yes,0.0,0
20.35,Petaluma,94952,38.237018,-122.77872,21,477.84,0,689.75,0.0,33,14,1167.59,0,Two Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
19.95,Port Hueneme,93041,34.110124,-119.100972,43,528.96,0,1004.5,0.0,48,11,1533.46,0,One Year,Bank Withdrawal,0,0,Offer B,No Internet,0,No,0.0,0
86.45,San Diego,92117,32.825086,-117.199424,57,176.5,0,830.85,20.0,10,17,1007.35,0,Month-to-Month,Bank Withdrawal,4,0,No Offer,Fiber Optic,0,No,0.0,1
49.55,Los Angeles,90043,33.988543,-118.334081,53,261.7,6,475.7,7.0,10,26,737.4,0,One Year,Credit Card,2,0,Offer D,DSL,1,No,0.0,0
84.55,Sunnyvale,94089,37.421633,-122.009613,49,1026.0,8,3713.95,15.0,45,22,4739.95,0,Month-to-Month,Credit Card,4,0,No Offer,Fiber Optic,2,Yes,0.0,0
105.7,Porterville,93257,36.008958,-118.891593,33,853.44,0,2979.5,13.0,28,30,3912.94,0,Month-to-Month,Bank Withdrawal,7,80,Offer C,Fiber Optic,2,Yes,0.0,1
115.1,King City,93930,36.220761,-120.980777,51,2835.84,0,7334.05,4.0,64,44,10169.89,0,Two Year,Bank Withdrawal,9,0,No Offer,Fiber Optic,4,Yes,0.0,0
60.35,Santa Rosa,95405,38.439696,-122.668817,51,1627.68,0,2896.4,13.0,48,33,4524.08,0,One Year,Credit Card,4,0,No Offer,DSL,3,Yes,0.0,1
90.2,Los Angeles,90061,33.92128,-118.274186,27,231.88,3,6297.65,26.0,68,3,6529.53,0,Two Year,Credit Card,5,0,Offer A,Fiber Optic,3,No,0.0,0
73.85,Courtland,95615,38.311609,-121.554034,45,166.14,0,401.3,9.0,6,27,567.44,0,Month-to-Month,Credit Card,2,0,No Offer,Fiber Optic,0,Yes,0.0,0
19.1,Sugarloaf,92386,34.243088,-116.830015,40,1436.08,0,529.5,0.0,29,49,1965.58,0,One Year,Credit Card,0,0,Offer C,No Internet,0,No,0.0,0
25.2,Salinas,93908,36.624338,-121.615669,64,799.11,8,987.95,0.0,39,20,1787.06,2,Two Year,Credit Card,1,0,No Offer,No Internet,0,No,0.0,0
84.35,Mineral,96063,40.408796,-121.579609,78,510.2,0,1745.2,9.0,20,25,2265.4,0,Two Year,Bank Withdrawal,3,10,Offer D,Fiber Optic,0,Yes,0.0,0
49.15,Nice,95464,39.12334,-122.838198,47,122.37,0,169.05,29.0,3,40,301.42,0,Month-to-Month,Bank Withdrawal,2,10,Offer E,DSL,1,Yes,0.0,1
59.45,Long Beach,90803,33.760458,-118.129725,30,487.24,0,3043.7,59.0,52,9,3530.94,0,Month-to-Month,Bank Withdrawal,4,0,No Offer,DSL,1,Yes,0.0,0
116.25,Irvine,92614,33.680302,-117.833296,42,439.49,4,8564.75,9.0,71,6,9004.24,0,Two Year,Bank Withdrawal,9,0,No Offer,Fiber Optic,4,Yes,0.0,0
79.85,Gardena,90249,33.90139,-118.315697,57,1566.61,0,3320.75,5.0,41,38,4887.36,0,One Year,Bank Withdrawal,7,0,No Offer,DSL,3,Yes,0.0,0
39.1,Big Creek,93605,37.17277,-119.2997,52,0.0,3,2779.5,11.0,69,0,2779.5,1,Two Year,Credit Card,4,0,No Offer,DSL,3,No,0.0,0
84.4,Termo,96132,41.027281,-120.669427,44,1695.92,3,5746.75,30.0,68,24,7442.67,1,Two Year,Credit Card,4,0,No Offer,Fiber Optic,2,Yes,0.0,0
54.0,Stinson Beach,94970,37.921137,-122.657562,68,446.2,0,1055.9,21.0,20,22,1502.1,0,One Year,Credit Card,3,0,No Offer,DSL,2,No,0.0,0
101.95,Roseville,95678,38.759751,-121.288545,65,242.62,2,700.85,3.0,7,34,943.47,0,Month-to-Month,Bank Withdrawal,6,0,No Offer,Fiber Optic,1,Yes,0.0,1
20.6,El Dorado Hills,95762,38.684437,-121.055634,22,1470.7,0,754.0,0.0,35,42,2224.7,0,One Year,Bank Withdrawal,0,0,Offer C,No Internet,0,No,0.0,0
19.9,Caruthers,93609,36.5276,-119.865999,61,249.73,8,329.75,0.0,17,14,579.48,0,One Year,Bank Withdrawal,0,0,Offer D,No Internet,0,No,0.0,0
49.55,Forest Falls,92339,34.067699,-116.903891,45,10.83,0,49.55,15.0,1,10,60.38,0,Month-to-Month,Bank Withdrawal,2,0,No Offer,DSL,1,No,0.0,0
44.25,Manhattan Beach,90266,33.889632,-118.39737,61,220.01,4,313.45,24.0,7,31,533.46,0,Month-to-Month,Credit Card,1,0,No Offer,DSL,0,Yes,0.0,0
115.05,Riverside,92505,33.920907,-117.489426,39,2284.08,0,7133.45,13.0,62,36,9417.53,0,One Year,Credit Card,9,0,Offer B,Fiber Optic,4,Yes,0.0,0
25.0,Cool,95614,38.880622,-120.973865,41,3.39,0,25.0,0.0,1,3,28.39,0,Month-to-Month,Credit Card,1,0,Offer E,No Internet,0,Yes,0.0,0
19.9,Oro Grande,92368,34.647959,-117.296957,42,591.8,0,868.1,0.0,44,13,1459.9,0,Two Year,Mailed Check,0,0,Offer B,No Internet,0,No,0.0,0
35.55,Biggs,95917,39.457388,-121.818201,41,0.0,0,1309.15,14.0,39,0,1309.15,0,One Year,Credit Card,3,0,No Offer,DSL,2,No,0.0,0
29.2,San Diego,92117,32.825086,-117.199424,46,0.0,1,309.1,27.0,12,0,309.1,0,Month-to-Month,Mailed Check,2,0,No Offer,DSL,1,No,0.0,1
109.2,La Grange,95329,37.666587,-120.411517,40,3170.16,4,7711.45,14.0,72,44,10881.61,1,Two Year,Bank Withdrawal,8,0,Offer A,Fiber Optic,3,Yes,0.0,0
20.05,Chilcoot,96105,39.872961,-120.198876,28,305.97,9,951.55,0.0,47,6,1257.52,1,One Year,Credit Card,0,0,Offer B,No Internet,0,No,0.0,0
101.75,Durham,95938,39.607831,-121.777959,55,361.8,8,1669.4,13.0,15,24,2031.2,0,Month-to-Month,Bank Withdrawal,6,0,No Offer,Fiber Optic,2,No,0.0,0
55.3,Lancaster,93534,34.727529,-118.153098,22,87.86,0,108.65,59.0,2,43,196.51,1,Month-to-Month,Bank Withdrawal,3,0,Offer E,DSL,0,Yes,0.0,0
24.95,Citrus Heights,95621,38.69549,-121.307864,76,0.0,4,1364.75,4.0,54,0,1364.75,0,Month-to-Month,Bank Withdrawal,1,0,Offer B,DSL,0,Yes,0.0,0
95.65,Capistrano Beach,92624,33.458754,-117.665104,32,3234.03,4,6744.2,11.0,69,46,9978.23,0,One Year,Credit Card,5,0,No Offer,Fiber Optic,1,Yes,0.0,0
65.6,Walnut Creek,94595,37.862128,-122.075197,36,0.0,0,4566.5,9.0,72,0,4566.5,0,Two Year,Bank Withdrawal,8,0,No Offer,Cable,4,Yes,0.0,0
20.85,Oroville,95966,39.473896,-121.415927,40,468.09,0,435.25,0.0,21,22,902.03,0,Two Year,Credit Card,0,0,Offer D,No Internet,0,Yes,1.31,0
21.2,San Francisco,94123,37.800254,-122.436975,40,36.15,0,52.05,0.0,3,12,88.2,0,One Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
95.65,Essex,92332,34.9436,-115.287901,27,1407.6,0,4664.2,59.0,46,30,6071.8,0,One Year,Credit Card,5,0,Offer B,Fiber Optic,3,Yes,0.0,0
71.55,Prather,93651,37.007238,-119.505661,72,441.32,2,2427.35,8.0,34,12,2868.67,0,Two Year,Credit Card,1,0,No Offer,Fiber Optic,0,No,0.0,0
93.8,Valley Village,91607,34.165783,-118.399795,62,65.72,1,3019.5,17.0,31,2,3135.22,0,Month-to-Month,Bank Withdrawal,5,50,No Offer,Fiber Optic,2,No,0.0,1
107.7,Lake Isabella,93240,35.607875,-118.466318,29,3019.68,4,7919.8,85.0,72,41,10939.48,1,Two Year,Credit Card,8,0,No Offer,Fiber Optic,3,Yes,0.0,0
19.85,Vallejo,94590,38.104705,-122.247387,28,980.13,0,784.25,0.0,37,26,1764.38,0,Two Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
19.65,Los Angeles,90042,34.11572,-118.192754,31,1318.8,7,1161.75,0.0,60,21,2480.55,1,Two Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
30.35,Livermore,94550,37.571748,-121.659562,73,0.0,2,1359.7,28.0,44,0,1359.7,0,Month-to-Month,Bank Withdrawal,2,0,No Offer,Cable,1,Yes,0.0,1
110.75,Los Angeles,90045,33.954017,-118.402447,66,2963.6,0,7053.35,8.0,62,47,10016.95,0,One Year,Bank Withdrawal,8,0,No Offer,Fiber Optic,3,Yes,0.0,0
-1.0,Jolon,93928,35.930782,-121.189757,72,909.0,0,2187.55,6.0,25,36,3073.22,0,Month-to-Month,Bank Withdrawal,4,0,No Offer,Fiber Optic,1,Yes,23.33,1
19.35,Manteca,95336,37.830267,-121.201018,63,1441.86,10,867.3,0.0,42,34,2309.16,2,Two Year,Mailed Check,0,0,No Offer,No Internet,0,No,0.0,0
99.3,San Jose,95111,37.284265,-121.827673,21,123.5,0,2513.5,51.0,25,4,2637.0,0,Two Year,Bank Withdrawal,6,0,Offer C,Fiber Optic,2,No,0.0,0
