monthly_charge,city,zip_code,longitude,age,latitude,total_long_distance_charges,tenure_in_months,total_revenue,number_of_referrals,total_charges,avg_monthly_long_distance_charges,avg_monthly_gb_download,contract,number_of_dependents,payment_method,offer,engagement_score,paperless_billing,num_addon_services,gender,married,internet_type,customer_status
78.9,Compton,90220,-118.234451,32,33.88151,1857.44,47,5507.79,8,3650.35,39,30.0,One Year,0,Bank Withdrawal,Offer B,3,Yes,1,Male,Yes,Fiber Optic,0
116.75,San Pablo,94806,-122.342635,79,37.980269,1062.0,72,9339.05,6,8277.05,14,16.0,Two Year,0,Credit Card,Offer A,8,Yes,4,Female,Yes,Fiber Optic,0
69.8,San Jose,95130,-121.986477,35,37.277592,614.16,18,1835.81,0,1221.65,34,20.0,Month-to-Month,0,Bank Withdrawal,Offer D,1,Yes,0,Female,No,Fiber Optic,0
75.2,Pinon Hills,92372,-117.629729,39,34.459322,509.49,51,4410.74,10,3901.25,9,5.0,Two Year,0,Bank Withdrawal,Offer B,6,Yes,1,Male,Yes,DSL,0
79.4,Running Springs,92382,-117.07683,71,34.186211,1981.98,66,7286.58,1,5154.6,30,15.0,Two Year,0,Credit Card,No Offer,7,No,4,Male,Yes,DSL,1
99.8,Magalia,95954,-121.584371,26,39.933852,805.46,46,5196.71,0,4391.25,17,85.0,Month-to-Month,2,Bank Withdrawal,No Offer,6,Yes,2,Female,No,Fiber Optic,0
20.15,Kyburz,95720,-120.209673,40,38.766036,437.49,9,601.19,0,163.7,48,0.0,One Year,0,Mailed Check,Offer E,0,Yes,0,Male,No,No Internet,0
104.7,San Diego,92109,-117.232376,52,32.787836,1410.36,69,8630.71,0,7220.35,20,3.0,One Year,0,Bank Withdrawal,Offer A,7,Yes,2,Male,No,Fiber Optic,1
100.05,Forbestown,95941,-121.24807,68,39.531028,421.59,47,5292.64,1,4871.05,8,19.0,Month-to-Month,0,Bank Withdrawal,No Offer,5,Yes,1,Male,Yes,Fiber Optic,1
78.95,Marina Del Rey,90292,-118.445475,34,33.977468,304.08,12,1311.43,0,927.35,25,56.0,Month-to-Month,3,Bank Withdrawal,No Offer,3,Yes,1,Female,No,Fiber Optic,1
95.9,Seiad Valley,96086,-123.260788,26,41.924174,853.2,72,7807.35,9,6954.15,11,59.0,Two Year,3,Bank Withdrawal,No Offer,5,Yes,2,Female,Yes,Fiber Optic,0
74.4,Los Angeles,90066,-118.430656,39,34.002028,115.56,4,415.26,0,299.7,28,3.0,Month-to-Month,0,Bank Withdrawal,No Offer,6,Yes,2,Male,No,DSL,1
79.7,Capitola,95010,-121.952864,25,36.977025,57.72,2,222.72,1,165.0,28,26.0,Month-to-Month,0,Bank Withdrawal,No Offer,3,No,2,Female,Yes,Fiber Optic,1
71.65,Lake Elsinore,92532,-117.318204,65,33.705836,28.46,1,100.11,0,71.65,28,12.0,Month-to-Month,0,Bank Withdrawal,Offer E,1,Yes,0,Male,No,Fiber Optic,1
40.15,Ballico,95303,-120.672724,37,37.4695,0.0,42,1626.05,1,1626.05,0,7.0,Month-to-Month,0,Bank Withdrawal,Offer B,3,Yes,1,Male,Yes,DSL,0
81.95,Orosi,93647,-119.175655,20,36.600185,3392.04,69,8993.44,1,5601.4,49,48.0,Two Year,2,Bank Withdrawal,Offer A,8,Yes,3,Male,Yes,DSL,0
55.0,San Gabriel,91776,-118.095645,47,34.089927,0.0,14,771.95,0,771.95,0,4.0,Month-to-Month,0,Bank Withdrawal,Offer D,6,Yes,2,Male,No,DSL,0
90.55,Maywood,90270,-118.186565,43,33.988572,773.52,66,6904.47,6,6130.95,11,20.0,One Year,0,Bank Withdrawal,Offer A,5,Yes,3,Female,Yes,Fiber Optic,0
74.3,Hood,95639,-121.507935,59,38.375325,2847.15,57,6935.5,4,4018.35,49,22.0,Month-to-Month,2,Bank Withdrawal,Offer B,2,Yes,0,Male,Yes,Fiber Optic,0
46.35,Ferndale,95536,-124.301372,71,40.4785,0.0,14,672.7,0,672.7,0,5.0,Two Year,0,Bank Withdrawal,No Offer,4,Yes,0,Female,No,Cable,0
29.65,Oakdale,95361,-120.776141,27,37.785033,0.0,4,118.5,0,118.5,0,48.0,Month-to-Month,0,Bank Withdrawal,Offer E,3,Yes,1,Male,No,DSL,1
106.0,Grizzly Flats,95636,-120.522149,68,38.636102,2063.4,60,8614.8,0,6441.4,34,17.0,One Year,0,Bank Withdrawal,No Offer,6,Yes,2,Female,No,Fiber Optic,1
79.5,San Jose,95125,-121.894763,30,37.294926,435.68,16,1699.88,0,1264.2,27,69.0,One Year,3,Credit Card,Offer D,3,Yes,1,Female,No,Fiber Optic,0
54.15,Burson,95225,-120.898817,47,38.183918,42.6,2,154.25,0,101.65,21,7.0,Month-to-Month,0,Credit Card,Offer E,3,No,1,Female,No,DSL,0
74.65,Los Angeles,90067,-118.413959,68,34.057496,1772.8,64,6595.11,0,4869.35,27,21.0,Two Year,0,Credit Card,No Offer,6,No,3,Female,No,DSL,0
100.45,Moss Landing,95039,-121.781632,25,36.863303,2283.36,71,9426.94,4,7159.7,32,59.0,Two Year,2,Bank Withdrawal,Offer A,7,No,3,Female,Yes,Fiber Optic,0
44.75,Riverside,92501,-117.372498,37,33.994676,104.67,3,262.72,0,148.05,34,13.0,Month-to-Month,0,Credit Card,No Offer,1,No,0,Female,No,Cable,0
84.4,Tollhouse,93667,-119.348267,38,36.993666,378.0,72,6474.45,1,6096.45,5,28.0,Two Year,0,Credit Card,Offer A,8,Yes,3,Female,Yes,DSL,0
69.5,Whittier,90605,-118.032222,54,33.960891,660.4,26,2460.45,0,1800.05,25,10.0,Month-to-Month,0,Bank Withdrawal,Offer C,5,Yes,2,Female,No,DSL,0
30.2,Los Angeles,90029,-118.294824,27,34.089953,0.0,1,30.2,1,30.2,0,58.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,No,1,Male,Yes,DSL,1
53.75,Sacramento,95834,-121.52446,42,38.646209,2490.8,52,5238.33,0,2790.65,47,3.0,One Year,0,Bank Withdrawal,No Offer,3,No,2,Male,No,DSL,0
113.4,Portola Valley,94028,-122.215844,33,37.369709,184.32,72,8348.42,0,8164.1,2,25.0,Two Year,0,Bank Withdrawal,Offer A,9,No,4,Male,No,Fiber Optic,0
92.9,Tranquillity,93668,-120.288644,23,36.635661,1459.44,36,4838.69,7,3379.25,40,59.0,Two Year,2,Credit Card,No Offer,9,Yes,4,Female,Yes,Cable,0
45.55,Newman,95360,-121.039391,50,37.343846,0.0,46,2062.15,3,2062.15,0,30.0,Month-to-Month,0,Bank Withdrawal,Offer B,4,No,2,Female,Yes,DSL,0
47.85,Corona,92883,-117.488725,48,33.762351,1866.09,51,4204.45,0,2356.75,36,20.0,One Year,0,Credit Card,No Offer,2,No,1,Male,No,DSL,0
30.5,Amboy,92304,-115.637164,52,34.559882,0.0,4,118.4,0,118.4,0,22.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,No,1,Male,No,Cable,0
75.0,Torrance,90504,-118.330794,27,33.867257,103.47,3,312.57,0,209.1,34,52.0,Month-to-Month,0,Credit Card,No Offer,3,No,0,Male,No,Fiber Optic,1
105.45,Mountain Center,92561,-116.55783,42,33.638645,140.0,56,6056.95,0,5916.95,2,3.0,Month-to-Month,0,Bank Withdrawal,Offer B,7,Yes,2,Female,No,Fiber Optic,0
59.4,Sacramento,95838,-121.442433,75,38.646096,589.28,16,1613.18,0,1023.9,36,16.0,Month-to-Month,0,Bank Withdrawal,No Offer,3,No,1,Female,No,DSL,1
90.65,North Fork,93643,-119.470256,30,37.244307,1045.0,44,5019.15,7,3974.15,23,53.0,One Year,0,Bank Withdrawal,No Offer,4,Yes,0,Male,Yes,Fiber Optic,0
58.75,Nicasio,94946,-122.665566,35,38.065359,232.0,29,1978.2,0,1696.2,8,9.0,One Year,0,Bank Withdrawal,Offer C,4,Yes,3,Male,No,DSL,0
20.65,Sacramento,95822,-121.495184,20,38.512569,714.56,29,1369.41,5,654.85,24,0.0,Month-to-Month,1,Mailed Check,No Offer,0,Yes,0,Male,Yes,No Internet,0
74.4,San Diego,92110,-117.19938,79,32.76501,111.98,22,1804.58,0,1692.6,5,23.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,0,Female,No,Fiber Optic,1
74.0,Clovis,93612,-119.711868,34,36.814539,23.7,1,97.7,0,74.0,23,25.0,Month-to-Month,0,Bank Withdrawal,Offer E,2,No,1,Male,No,Fiber Optic,0
69.05,Los Angeles,90004,-118.310715,26,34.076259,1064.3,29,3062.75,5,1958.45,36,69.0,One Year,2,Bank Withdrawal,Offer C,5,No,2,Male,Yes,DSL,0
88.0,Los Angeles,90038,-118.327168,49,34.088017,2958.68,68,9160.58,10,6161.9,43,22.0,Two Year,1,Credit Card,No Offer,9,No,4,Female,Yes,DSL,0
75.55,Fresno,93722,-119.929894,66,36.78979,70.38,34,2495.78,1,2425.4,2,16.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,0,Male,Yes,Fiber Optic,0
51.25,Chico,95928,-121.83721,32,39.681488,39.3,1,90.55,0,51.25,39,26.0,Month-to-Month,0,Credit Card,No Offer,2,No,1,Male,No,DSL,0
76.25,Anderson,96007,-122.306657,78,40.448632,997.15,37,3838.7,0,2841.55,26,17.0,Month-to-Month,0,Bank Withdrawal,Offer C,2,Yes,0,Female,No,Fiber Optic,1
74.4,Nuevo,92567,-117.102244,72,33.82769,62.44,7,557.88,1,527.9,8,17.0,Month-to-Month,0,Credit Card,No Offer,2,Yes,0,Male,Yes,Fiber Optic,1
20.45,Elk Grove,95624,-121.30587,36,38.434138,2418.93,51,3461.58,0,1042.65,47,0.0,Two Year,0,Credit Card,No Offer,0,No,0,Male,No,No Internet,0
83.8,Gasquet,95543,-123.794144,58,41.867908,307.84,52,4709.24,0,4331.4,5,23.0,Month-to-Month,0,Credit Card,No Offer,4,Yes,1,Male,No,Fiber Optic,0
44.8,Encinitas,92024,-117.25665,40,33.054579,27.46,1,72.26,0,44.8,27,26.0,Month-to-Month,0,Bank Withdrawal,Offer E,1,Yes,0,Male,No,DSL,0
43.55,Sunnyvale,94087,-122.037311,29,37.3511,0.0,21,1011.5,0,1011.5,0,26.0,Month-to-Month,0,Credit Card,Offer D,4,Yes,2,Male,No,DSL,0
110.2,Palmdale,93552,-118.029441,26,34.557711,385.7,70,8225.5,4,7689.8,5,85.0,Two Year,3,Bank Withdrawal,No Offer,8,Yes,3,Female,Yes,Fiber Optic,0
87.3,Tecate,91980,-116.636816,67,32.587557,2383.95,69,8439.5,6,6055.55,34,19.0,One Year,0,Credit Card,No Offer,4,No,2,Female,Yes,Fiber Optic,0
94.2,Castella,96017,-122.336613,25,41.121108,287.28,42,4473.58,1,4186.3,6,27.0,Month-to-Month,0,Bank Withdrawal,No Offer,5,Yes,0,Female,Yes,Fiber Optic,1
100.0,Scott Bar,96085,-123.07557,44,41.737962,546.81,33,3867.41,0,3320.6,16,30.0,Month-to-Month,0,Bank Withdrawal,No Offer,6,Yes,1,Female,No,Fiber Optic,0
44.9,North Hills,91343,-118.482296,44,34.238802,15.76,1,60.66,0,44.9,15,13.0,Month-to-Month,0,Credit Card,Offer E,1,Yes,0,Male,No,DSL,0
19.85,Navarro,95463,-123.552571,50,39.182916,2430.21,59,3618.46,2,1188.25,41,0.0,Two Year,1,Credit Card,No Offer,0,No,0,Male,Yes,No Internet,0
24.85,Salinas,93906,-121.633648,50,36.722898,80.5,2,142.5,0,62.0,40,0.0,Month-to-Month,0,Credit Card,Offer E,1,No,0,Male,No,No Internet,0
82.85,Pilot Hill,95664,-121.043799,24,38.803731,79.36,4,398.96,0,319.6,19,73.0,Month-to-Month,0,Credit Card,Offer E,4,Yes,1,Female,No,Fiber Optic,0
91.15,Castella,96017,-122.336613,39,41.121108,1198.77,31,4194.22,1,2995.45,38,13.0,Month-to-Month,0,Bank Withdrawal,No Offer,5,Yes,1,Female,Yes,Cable,1
103.3,Roseville,95661,-121.251984,63,38.736685,1099.83,61,7618.18,6,6518.35,18,22.0,One Year,0,Bank Withdrawal,Offer B,7,Yes,2,Female,Yes,Fiber Optic,0
19.55,Santa Cruz,95065,-121.981865,32,37.031404,2033.22,42,2860.46,0,839.4,48,0.0,One Year,0,Credit Card,No Offer,0,Yes,0,Male,No,No Internet,0
31.05,Lake Elsinore,92530,-117.391751,46,33.655421,0.0,13,347.25,0,347.25,0,16.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,1,Female,No,Cable,1
44.0,Armona,93202,-119.710852,69,36.315979,28.67,1,72.67,0,44.0,28,4.0,Two Year,0,Bank Withdrawal,Offer E,1,No,0,Male,No,DSL,0
40.0,Walnut,91789,-117.85492,25,34.018354,0.0,5,223.45,0,223.45,0,59.0,Month-to-Month,0,Credit Card,No Offer,5,No,3,Male,No,Cable,1
77.55,Los Angeles,90042,-118.192754,21,34.11572,3461.96,71,9036.31,10,5574.35,48,71.0,Two Year,3,Credit Card,Offer A,6,No,2,Female,Yes,Cable,0
69.05,Calabasas,91302,-118.68346,26,34.130861,944.46,27,2714.99,0,1793.25,34,26.0,Month-to-Month,0,Credit Card,No Offer,1,Yes,0,Male,No,Fiber Optic,0
20.75,Dunsmuir,96025,-122.392067,60,41.212695,1689.48,57,2812.63,8,1123.15,29,0.0,Two Year,2,Credit Card,No Offer,0,No,0,Male,Yes,No Internet,0
35.8,Sacramento,95829,-121.334051,51,38.486502,0.0,37,1416.9,0,1316.9,0,25.0,Two Year,0,Credit Card,No Offer,2,No,0,Male,No,DSL,0
74.25,Olancha,93549,-117.865469,45,36.296851,44.28,41,3133.38,0,3089.1,1,6.0,Month-to-Month,0,Bank Withdrawal,Offer B,2,Yes,1,Male,No,Fiber Optic,0
81.9,San Diego,92117,-117.199424,26,32.825086,291.98,26,2325.67,7,2078.55,11,48.0,Month-to-Month,0,Bank Withdrawal,No Offer,7,No,3,Female,Yes,Cable,0
85.95,Winterhaven,92283,-114.850784,20,32.852947,65.0,10,923.6,0,858.6,6,76.0,Month-to-Month,2,Bank Withdrawal,Offer D,4,No,0,Female,Yes,Fiber Optic,0
59.7,West Covina,91792,-117.898722,21,34.024405,950.77,31,2776.27,6,1825.5,30,59.0,Month-to-Month,1,Bank Withdrawal,No Offer,4,No,0,Male,Yes,DSL,0
54.95,Pilot Hill,95664,-121.043799,34,38.803731,218.5,10,787.35,9,568.85,21,9.0,Month-to-Month,0,Credit Card,Offer D,3,Yes,2,Male,Yes,DSL,0
50.2,Guatay,91931,-116.561917,27,32.857946,56.7,14,725.55,6,668.85,4,59.0,Month-to-Month,0,Credit Card,No Offer,2,No,1,Male,Yes,DSL,0
20.4,Foresthill,95631,-120.811141,34,39.031876,412.47,9,596.57,0,184.1,45,0.0,Month-to-Month,2,Credit Card,Offer E,0,No,0,Male,No,No Internet,0
24.3,Salinas,93908,-121.615669,65,36.624338,624.96,72,2403.66,5,1778.7,8,0.0,Two Year,0,Bank Withdrawal,Offer A,1,No,0,Female,Yes,No Internet,0
67.7,Covina,91722,-117.906736,55,34.097345,1651.44,42,4533.69,0,2882.25,39,20.0,One Year,0,Credit Card,No Offer,6,Yes,3,Female,No,Cable,0
20.35,Avalon,90704,-118.421305,35,33.391181,10.84,2,52.69,3,41.85,5,0.0,Month-to-Month,0,Credit Card,Offer E,0,No,0,Female,Yes,No Internet,0
89.5,San Diego,92109,-117.232376,69,32.787836,461.5,25,2657.65,0,2196.15,18,3.0,Month-to-Month,0,Bank Withdrawal,No Offer,4,Yes,1,Male,No,Fiber Optic,1
84.0,Bakersfield,93301,-119.020428,29,35.383937,242.45,5,667.2,0,424.75,48,85.0,Month-to-Month,0,Bank Withdrawal,No Offer,3,Yes,0,Female,No,Fiber Optic,0
78.95,Sacramento,95823,-121.443625,62,38.475465,23.96,1,102.91,0,78.95,23,22.0,Month-to-Month,0,Bank Withdrawal,Offer E,2,Yes,0,Male,No,Fiber Optic,1
43.25,Greenwood,95635,-120.897718,30,38.921333,0.0,5,219.0,0,219.0,0,59.0,Month-to-Month,0,Mailed Check,No Offer,5,Yes,4,Male,No,Cable,1
35.05,Elmira,95625,-121.902943,27,38.349195,0.0,46,1620.25,9,1620.25,0,52.0,Month-to-Month,2,Bank Withdrawal,No Offer,4,No,2,Female,Yes,DSL,0
41.1,Rancho Santa Fe,92067,-117.200617,44,33.012751,0.0,57,2258.25,0,2258.25,0,24.0,One Year,0,Credit Card,No Offer,4,Yes,3,Female,No,DSL,0
20.5,Garden Grove,92845,-118.026456,79,33.782955,487.83,21,917.38,0,429.55,23,0.0,One Year,0,Bank Withdrawal,No Offer,0,No,0,Male,No,No Internet,0
25.25,Hopland,95449,-123.118111,64,38.93706,14.76,4,116.66,0,101.9,3,0.0,Month-to-Month,0,Credit Card,Offer E,1,No,0,Male,No,No Internet,0
19.35,Sun City,92587,-117.25071,29,33.69887,3162.9,65,4482.85,7,1319.95,48,0.0,Two Year,0,Bank Withdrawal,Offer B,0,No,0,Female,Yes,No Internet,0
19.9,Camino,95709,-120.675512,49,38.748316,616.93,19,974.63,2,357.7,32,0.0,One Year,3,Credit Card,Offer D,0,No,0,Male,Yes,No Internet,0
20.05,Ahwahnee,93601,-119.739935,56,37.375816,13.51,1,33.56,0,20.05,13,0.0,Month-to-Month,0,Credit Card,No Offer,0,No,0,Male,No,No Internet,0
93.8,Montebello,90640,-118.109962,80,34.015217,1129.14,51,5880.09,1,4750.95,22,30.0,Month-to-Month,0,Bank Withdrawal,Offer B,5,Yes,2,Male,Yes,Fiber Optic,1
24.8,Yorba Linda,92887,-117.732197,38,33.884073,987.84,72,2845.88,1,1874.3,13,0.0,Two Year,0,Credit Card,No Offer,1,No,0,Male,Yes,No Internet,0
19.8,Orange,92867,-117.821288,38,33.81859,3390.8,70,4769.55,1,1378.75,48,0.0,Two Year,2,Bank Withdrawal,Offer A,0,No,0,Female,Yes,No Internet,0
89.9,Rancho Santa Fe,92091,-117.207121,56,32.99356,926.52,28,3360.02,7,2433.5,33,19.0,Month-to-Month,0,Credit Card,No Offer,5,No,2,Female,Yes,Fiber Optic,0
92.0,Applegate,95703,-120.988814,70,38.983388,2598.6,71,9183.8,7,6585.2,36,10.0,One Year,0,Bank Withdrawal,No Offer,6,Yes,4,Male,Yes,Fiber Optic,0
20.1,Fullerton,92832,-117.929029,28,33.868316,26.0,5,111.1,1,85.1,5,0.0,One Year,0,Credit Card,No Offer,0,No,0,Male,Yes,No Internet,0
79.0,Elmira,95625,-121.902943,61,38.349195,110.28,4,413.43,0,303.15,27,27.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,0,Female,No,Fiber Optic,1
95.35,Honeydew,95545,-124.063329,73,40.342928,3443.79,69,9825.79,5,6382.0,49,13.0,Two Year,0,Bank Withdrawal,No Offer,6,Yes,2,Male,Yes,Fiber Optic,0
19.5,Laton,93242,-119.718285,33,36.444232,2401.98,57,3549.69,5,1167.6,42,0.0,Two Year,3,Bank Withdrawal,Offer B,0,No,0,Female,Yes,No Internet,0
44.95,San Leandro,94577,-122.159338,53,37.717196,0.0,68,3085.35,0,3085.35,0,13.0,Month-to-Month,0,Bank Withdrawal,No Offer,5,No,2,Female,No,Cable,0
49.8,San Jose,95128,-121.936285,55,37.316146,38.21,1,88.01,0,49.8,38,13.0,Month-to-Month,0,Credit Card,No Offer,2,Yes,1,Male,No,Cable,0
69.2,Berry Creek,95916,-121.37778,80,39.657228,3449.89,71,8432.39,7,4982.5,48,15.0,One Year,1,Bank Withdrawal,No Offer,5,No,2,Female,Yes,DSL,0
100.55,Gridley,95948,-121.759537,41,39.346898,1888.48,44,6286.63,0,4398.15,42,23.0,Month-to-Month,0,Bank Withdrawal,No Offer,6,No,2,Male,No,Fiber Optic,1
20.55,Whittier,90603,-117.992066,37,33.945318,565.92,27,1149.22,10,583.3,20,0.0,One Year,0,Credit Card,No Offer,0,Yes,0,Female,Yes,No Internet,0
79.1,Hayward,94545,-122.120843,21,37.62984,1989.42,71,7554.27,6,5564.85,28,27.0,Two Year,0,Credit Card,Offer A,7,Yes,3,Male,Yes,DSL,0
99.65,Los Angeles,90066,-118.430656,44,34.002028,90.09,63,6401.29,2,6311.2,1,16.0,One Year,0,Credit Card,Offer B,6,Yes,1,Female,Yes,Fiber Optic,0
64.7,Los Angeles,90032,-118.177576,20,34.078821,689.35,17,1782.45,0,1093.1,40,41.0,Month-to-Month,0,Credit Card,No Offer,4,Yes,0,Female,No,Cable,1
25.4,Compton,90222,-118.236773,40,33.912246,298.8,72,2095.9,8,1797.1,4,0.0,Two Year,0,Credit Card,No Offer,1,No,0,Male,Yes,No Internet,0
44.2,Seeley,92273,-115.689559,40,32.790282,377.28,9,780.63,0,403.35,41,29.0,Month-to-Month,0,Bank Withdrawal,No Offer,1,Yes,0,Female,No,Cable,1
74.3,Indio,92203,-116.230055,76,33.752938,17.84,1,92.14,7,74.3,17,20.0,Two Year,0,Bank Withdrawal,No Offer,2,No,0,Male,Yes,Fiber Optic,0
90.6,San Jose,95136,-121.851046,77,37.270938,13.02,1,103.62,1,90.6,13,30.0,Month-to-Month,0,Bank Withdrawal,Offer E,4,Yes,1,Female,Yes,Fiber Optic,1
105.85,West Covina,91791,-117.893169,65,34.061634,2371.85,65,9097.35,10,6725.5,36,9.0,Two Year,0,Credit Card,Offer B,7,Yes,3,Female,Yes,Fiber Optic,0
64.3,Burson,95225,-120.898817,36,38.183918,219.44,52,3630.04,0,3410.6,4,18.0,One Year,0,Mailed Check,Offer B,4,Yes,2,Female,Yes,DSL,0
74.85,River Pines,95675,-120.743325,28,38.545775,117.45,9,825.65,0,708.2,13,73.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,1,Female,No,Fiber Optic,0
39.65,Los Angeles,90022,-118.156582,78,34.02381,0.0,1,59.65,0,39.65,0,8.0,Month-to-Month,0,Bank Withdrawal,No Offer,3,Yes,1,Male,No,DSL,1
19.8,Pico Rivera,90660,-118.089299,38,33.989524,378.0,21,728.1,10,350.1,18,0.0,One Year,1,Credit Card,No Offer,0,No,0,Male,Yes,No Internet,0
24.65,Healdsburg,95448,-122.908422,23,38.618347,1821.96,63,3396.46,5,1574.5,28,0.0,Two Year,2,Credit Card,No Offer,1,No,0,Male,Yes,No Internet,0
90.1,San Diego,92109,-117.232376,53,32.787836,6.9,6,528.2,0,521.3,1,3.0,Month-to-Month,0,Bank Withdrawal,No Offer,4,Yes,1,Female,No,Fiber Optic,1
19.2,Dixon,95620,-121.799917,42,38.392821,150.0,25,682.1,0,532.1,6,0.0,Month-to-Month,0,Credit Card,Offer C,0,Yes,0,Female,No,No Internet,0
47.4,Yountville,94599,-122.365048,64,38.421458,0.0,66,3177.25,0,3177.25,0,29.0,Two Year,0,Mailed Check,Offer A,5,Yes,4,Female,No,DSL,0
90.4,Beaumont,92223,-116.977672,50,33.946982,1976.48,44,6039.48,0,4063.0,44,16.0,Month-to-Month,0,Credit Card,No Offer,5,Yes,1,Male,No,Fiber Optic,0
79.0,Crescent Mills,95934,-120.957805,62,40.080342,2107.8,60,6908.9,0,4801.1,35,3.0,One Year,0,Credit Card,No Offer,7,No,3,Male,No,DSL,0
99.85,Tarzana,91356,-118.548511,34,34.157137,656.82,18,2433.77,0,1776.95,36,3.0,Month-to-Month,0,Bank Withdrawal,No Offer,6,Yes,1,Female,No,Fiber Optic,1
99.8,West Sacramento,95691,-121.593287,22,38.627951,2068.8,60,8054.55,9,5985.75,34,51.0,Month-to-Month,0,Bank Withdrawal,No Offer,6,Yes,1,Female,Yes,Fiber Optic,0
23.15,Sacramento,95815,-121.449942,42,38.608405,340.01,11,585.21,0,245.2,30,0.0,Month-to-Month,0,Credit Card,No Offer,1,No,0,Male,No,No Internet,1
61.35,Frazier Park,93225,-118.999073,46,34.827662,572.3,59,4217.8,0,3645.5,9,6.0,One Year,0,Bank Withdrawal,No Offer,4,Yes,1,Male,No,DSL,0
49.05,San Jose,95127,-121.795867,58,37.375156,537.36,12,1101.09,0,593.05,44,12.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,1,Male,No,DSL,0
65.5,Glendora,91741,-117.849815,23,34.14649,189.44,8,753.79,1,564.35,23,41.0,Two Year,0,Credit Card,Offer E,5,No,2,Female,Yes,DSL,0
29.75,Los Angeles,90048,-118.37267,35,34.072945,0.0,28,790.7,0,790.7,0,14.0,Month-to-Month,0,Credit Card,Offer C,2,Yes,1,Female,No,DSL,0
84.05,Fallbrook,92028,-117.299644,56,33.362575,214.2,12,1180.75,0,966.55,17,19.0,Month-to-Month,1,Bank Withdrawal,No Offer,3,Yes,0,Female,No,Fiber Optic,0
107.5,Philo,95466,-123.500853,62,39.094102,736.8,30,3979.3,9,3242.5,24,18.0,Month-to-Month,2,Bank Withdrawal,No Offer,8,Yes,3,Female,Yes,Fiber Optic,0
83.8,Philo,95466,-123.500853,65,39.094102,343.56,12,1408.73,0,1029.75,28,7.0,Month-to-Month,0,Credit Card,Offer D,4,Yes,3,Male,No,Cable,1
49.2,Huntington Beach,92646,-117.969501,44,33.666301,58.56,2,162.26,0,103.7,29,4.0,Month-to-Month,0,Credit Card,Offer E,2,No,1,Female,No,Cable,0
55.15,Old Station,96071,-121.428965,25,40.656287,68.31,3,227.46,0,159.15,22,51.0,Month-to-Month,0,Credit Card,Offer E,3,No,0,Male,No,DSL,1
40.35,Angels Camp,95222,-120.632221,59,38.071327,0.0,41,1677.85,0,1677.85,0,21.0,Month-to-Month,0,Bank Withdrawal,Offer B,4,Yes,1,Female,No,Cable,0
25.65,Newbury Park,91320,-118.946262,36,34.172071,79.2,55,1467.2,1,1388.0,1,0.0,Two Year,3,Credit Card,Offer B,1,Yes,0,Female,Yes,No Internet,0
81.25,Modesto,95356,-121.025836,66,37.716186,40.16,8,626.11,0,585.95,5,26.0,Month-to-Month,0,Bank Withdrawal,No Offer,3,Yes,1,Male,No,Fiber Optic,1
103.4,Sacramento,95827,-121.328386,47,38.549185,221.04,72,7593.69,1,7372.65,3,23.0,Two Year,0,Bank Withdrawal,No Offer,7,Yes,2,Male,Yes,Fiber Optic,1
100.55,Sacramento,95828,-121.395805,62,38.486938,3156.48,72,10481.58,5,7325.1,43,15.0,Two Year,0,Bank Withdrawal,Offer A,7,Yes,3,Male,Yes,Fiber Optic,0
86.45,San Francisco,94133,-122.411004,53,37.802071,1452.9,30,3990.95,0,2538.05,48,58.0,One Year,3,Bank Withdrawal,Offer C,4,No,1,Female,Yes,Fiber Optic,0
-8.0,Martinez,94553,-122.115432,61,38.014457,489.0,25,1035.85,8,546.85,19,0.0,Month-to-Month,4,Bank Withdrawal,Offer C,1,Yes,0,Male,Yes,No Internet,0
75.1,Coronado,92118,-117.186612,36,32.68674,5.94,1,81.04,0,75.1,5,8.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,0,Female,No,Fiber Optic,1
104.45,El Cerrito,94530,-122.289145,65,37.924838,1893.82,46,6720.89,0,4863.85,41,30.0,Two Year,0,Bank Withdrawal,Offer B,7,Yes,2,Female,No,Fiber Optic,0
-8.0,Walnut Creek,94598,-122.008483,39,37.916648,1074.24,32,4353.07,1,3204.65,33,26.0,Month-to-Month,0,Credit Card,Offer C,6,Yes,1,Male,Yes,Fiber Optic,1
80.45,Redlands,92373,-117.138286,43,34.003243,1149.17,31,3578.27,0,2429.1,37,23.0,Month-to-Month,0,Bank Withdrawal,No Offer,3,Yes,1,Male,No,Fiber Optic,0
54.1,Grimes,95950,-121.895718,42,39.033058,0.0,68,3794.5,7,3794.5,0,16.0,Two Year,0,Bank Withdrawal,Offer A,6,Yes,2,Male,Yes,Cable,0
109.1,Murrieta,92562,-117.334165,51,33.548869,2154.7,58,8548.35,6,6393.65,37,7.0,Two Year,0,Credit Card,No Offer,8,Yes,3,Female,Yes,Fiber Optic,0
